Q9VUR1	Q92759
P62071	Q9W0A7	Q7Z444	Q19739
Q9VQ58	Q7Z589
Q7JN15	Q14103
Q8WTR7	Q9N360	Q9I7J8
Q91ZX7	P23142	Q19350	P07207
Q99576	Q24523	Q9U290
Q9W3D4	Q6PI98
P34274	Q9W5W6	O75663
O45865	P12235
Q9VA59	Q9NYL9
Q9VYS4	G5EFR3	Q6PIY7
Q68FD7	Q8T0L7	Q8TF40
Q9VJZ4	Q18036	Q9Y6M9
Q9VJE5-2	Q9UDT6
Q16787	Q00174	P10567
Q9Y1B2	Q9Y5N6
P04224	P79483
Q9VXC6	P49863
Q9XVH6	Q9VIZ0	Q9H1A7
O00750	P42337	Q7JNX6
Q9VGB6	P18669
Q9VIQ9	Q8NEY1
Q9VJW1	Q8N264
Q9VHD1	Q20733	Q6PJG2
Q9W5E0	Q4FZB7
O17850	Q4VBR4
Q9W201	Q9Y3Q4
Q99P91	Q14956
Q9VZV5	O43255
Q9W2X2	Q86X10
P40937	Q18547
Q5TAP6	Q9VUR2	P91280
Q9N390	Q6ZYL4
Q9VXG1	O14709
A1ZBC5	P58317
Q20819	Q9VJC7	P43897
Q5BIK1	Q9UBS4
Q9XYZ2	P18074
A1ZBX7	Q6UWQ5
A0A0B4LFE6	Q09345
Q0VAV2	Q8NEV8
Q7PLI0	Q99569
Q9VDI3	Q96HY3
O45293	Q10471
Q7K157	D6W601
Q8BTZ7	Q9N4V2	Q7JZB4	Q96IJ6
Q86G90	P43487
Q9VRL3	Q9NQP4
A1Z9E0	O44732	Q9Y6K0
A1Z6S6	P52306
P13054	Q13285	Q9U2R6
Q20177	Q63HM9
Q86BM8	Q9P0M9
P42128	O17593	O15409
Q9GPP7	P43121
Q9VZP9	O95415
Q9U1X7	Q9VUR7	Q13371
Q9VP69	Q9Y530
Q9W0X3	Q8WWC4
Q21374	O96006
P41272	P26842
O08529	P20807	Q9VXH6	G5EEZ6
Q9VLU1	P11150
Q19185	O76892	Q92629
Q7JZK6	Q04756
Q9Z1E3	P25963	G5EFS1	Q03017
Q96HR8	Q9VJ62	Q19788
Q9VGI1	Q8IWE5
Q9Y3C8	Q7K1Z5	Q9CR09	Q03598
Q8T0D9	Q5D1E8
P13098	Q9HCC6
O15075	P11346	Q9TXI1	P39688
Q9V9Z8	Q5T3I0
Q9VWG2	Q8BR65	Q9H7L9
P45889	Q562R1
Q60771	O14493
G5ED21	O14802
Q9NIV1	Q8IZL9
R9PY35	G5EBU4	Q8N2I2
Q9VC61	Q8IUR6
O61201	Q9NXC5
O77263	Q9UBP6
P10627	Q64279	P17542	Q10007
Q24322	Q9H2E6
Q9VWF4	Q9H596
Q8SZS0	O94885
Q9VPU8	O16311	Q13601
Q95QQ2	A5PLN9
P91660	P21439
Q9VTM4	O45323	Q969P5
Q9W2S5	Q9H190
Q9VSL8	G5EGK1	Q8IVE3
Q95ZT1	P29310-2	P27348
O45521	P37231
Q86DC6	P35908
Q9VDW6	P46939	Q9Y048
Q9VJ46	P34317
O18405	O15260
Q9VTG0	Q8WUM9
Q8VCD7	P55198
G5EG29	Q7YSQ1	P46531	Q01705
P70458	Q99574	Q7JV69
Q9VLQ4	Q96PU9
Q9VU91	A8DYS0	Q9BTD8
Q9V426	Q5JVS0
Q9I7W2	Q9UBI1
Q9VHD2	Q93695	A0A0C4DFM0
B6VQ60	P38398
Q3ZAQ7	Q78T54	Q9VPE4
O17754	P42787	Q96SM3
Q9VUY0	P09172
O95661	Q8MT34
Q96SR6	Q9VWP7	G5EGQ2
P40692	Q8T0N1	Q9XU10
Q8T0T9	Q53FP2
Q7K161	Q01968
Q9I7L6	Q8TBB6
P48047	Q24439	Q7JNG1
Q00444	Q93899	P02836	Q62424
Q9VAY4	Q8IYS8
Q9VPT7	Q9XWM2	Q9UHJ9
Q20308	P40261
Q9W2H8	P35573
O02655	P0DMN7	P91931
P56544	P14621
Q9JKY5	Q02328	Q8MQJ8	O00291
Q9VDS7	O76031
Q9W0L7	Q9UK80
P17644	P18505
Q7JUS9	Q86VD7
P52656	P52657
P11276	O16701	Q9W4F5	Q02388
Q20257	O15119
Q9Y3B7	Q9VFJ2	P34264
Q9XZJ4	Q9N599
Q9GQQ0	O01927
Q9XU98	O95490
Q7K3N4	Q53GQ0
Q9VLS9	Q53H82
Q9VXG9	Q9NVV0
P97473	Q15633
Q17413	Q9BZX2
Q8MKK7	Q9Y397
O62102	Q7K148	Q99436
Q9BPX1	Q9VE80	O45709
Q9VWE4	Q9NP77
P80455	P25398
A1ZBX0	Q8IYR0
Q9N6D7	P51003
O96827	P29692
Q8JZZ9	Q7L1I2
Q9R0Q3	Q9Y3B3
O62526	Q86CZ8	O75746
Q9VDD5	Q96PE1
Q9VF14	Q9GYM9
G5EBY0	Q9V3X3	Q92541
Q91YU6	Q9W3A1	Q966J7	Q9BRK4
Q8IPM1	Q6NZN1	Q5VV67
Q9W485	Q9UL03
Q9VPQ2	Q9UF47
Q7JW27	Q6VEQ4
Q8WWH5	O44081	O17919
Q9W020	Q5C9Z4
F5GUF6	Q9NWH9
Q8K3E5	Q5JSH3	G5EEG7
Q9VQF9	Q9Z266	O95295
Q9VUD7	Q95ZS6	Q86YS3
Q9W0J9	Q9H0W9
P12277	P48610-2	Q27535
Q9N4S0	P78417
Q96EY1	Q9VFV9	Q8TA83
Q6NXH3	Q86WP2
Q9VNE7	Q9NRR8
Q9XVD5	Q9VST2	Q9Y458
Q8MZ50	Q16342
Q9VP05	Q15648
P52015	Q9Y3C6
P59240	O75161
Q99N50	Q96C24
Q9Z1L4	O00468
Q9VL69	Q9UNL2
Q9VIF1	P34607
Q9W0S3	Q9GZU7
Q00623	P06727
Q9VU29	P00338
Q8IQT4	Q1RLL8
O44857	Q9XZ01	P23276
Q9VBP9	H2KYU6	Q8TAT6
A1ZAK1	Q75QN2
Q27403	O75603
O61345	Q15397
P18502	A0A0C4DGJ5
Q22352	P42330
Q9VXU1	Q15643
Q9VMN4	Q8IVP5
P27005	P06702
Q9VLT5	Q5T4S7
P25992	Q9NPG3
P25918	P15391
P29052	Q92994
P20334	Q9Y6Q6
Q9VFX6	Q17491	Q9NVG8
O55107	Q8IPG9	P35613
Q9VRQ2	Q9UI95
Q9XZT7	Q12962
Q9N9Z7	Q9XTY3	P05408
Q9U9Q4	P41883	P46736
Q10121	Q9V3W0	P52758
P52654	O44625	Q9UNN4
Q9VKR2	Q9BY42
Q9N4Y9	Q9VD26	O95159
Q9VJ11	Q9UM00
Q8SZA8	Q6P4F2
A1Z8R1	Q02330	Q99717
Q95SK3	Q96JB5
Q9U1K7	Q9BRA2
G5EC78	Q8IYU4
Q07889	Q9N5D3	O77086	Q91ZZ2
Q9NHZ1	Q96FB2
Q9VT01	Q9NVF7
O76522	P91276
Q13432	Q9XYQ2	Q10658
Q61545	Q92804
P40124	P40123	Q7KN55	Q95YA9
Q9VLZ8	Q9UIV8
Q99MK8	Q9TVL3	Q9VGF9	P50750
O62220	P39687
Q9VUZ8	Q93408	O14737
Q9XZ28	Q19775	Q8WY54
Q9VGG5	O95206
Q86PA6	P15923
P02518	G5EE65	O14558
Q9W3H4	P16152
Q01853	Q09535	Q8NB90
A2A3R6	P62754	Q9NEN6
Q9W502	Q93380	Q9H1C4
Q8IZE3	A1Z6G6	Q23215
Q9VEC1	Q9NAL4	Q9NVC6
Q9VC87	Q9XTZ1	Q969Y2
Q23381	P22033
Q9VZZ4	Q09983	Q8TEU8
Q9VN91	Q5T089
A1ZB29	Q6FGU2
Q6P2Q9	A1Z8U0	P34369
Q9VKV3	Q9UHI8
Q9VRV6	P10073	G5EDU4
P70178	Q8N196
Q9I7H4	Q496J3
Q64727	A5JYX3	P35220	P35221
P25161	Q04908	O43242
O35295	Q94230	Q00577
Q9VLT9	G5EE12	Q9NWT1
Q9VXQ3	P53602
Q8SZT8	P34885	J3QQT5
O16129	Q9BRP7
Q9V769	Q6ZWL3
P11929	Q8N4C6
Q9VGD9	Q9UBI4
H2KYJ8	P10826
O45830	Q6ZVK8
Q9NB13	O43657
Q7K860	Q9XVI9	P08590
Q95RS6	P10144
Q9Y0Y5	O62246	O14579
Q7K1T1	O14490
Q22866	P09491-2	P06753
O76994	G5EFH0	O95478
Q8SXG7	Q14576
P38647	P09446	Q9VSI1	P11142
P22816	P10085	P15172
Q9QYE9	Q9UF11
P31274	P41936	P02833
Q9VP06	Q2TAA5
Q19724	Q9VMU0	O75380
Q7JW66	Q8N9N2
Q9VTS9	Q80SY4	Q8IUH5
Q9VTK6	Q8NDP4
A1Z9Q9	G5EEI4	P56817
Q9VA78	Q92484
O60307	Q8CDB0	P21137	P13678
Q96DU9	Q9VND7	G5EF02
Q9W1K0	Q9NUH8
P52566	Q99PT1	Q9VW59
Q9VZJ4	Q86WG3
O54864	Q9VW15	O17679	Q9C0A6
Q9V3W7	Q08170
P97764	Q9NX94
Q94535	Q9U2U0	Q01081
Q19682	Q9P215
Q7K4W1	Q96SZ6
Q69Z37	Q5K651
Q9VDV3	Q9BVL2
Q9VTY8	Q15208
Q9VEU1	Q12864
Q9VQS5	Q9NWB7
Q9VYW6	O75783
Q9V3H7	O45419	Q96PZ7
Q9V429-2	Q93576	Q8N427
Q21697	Q9VXT7	P20933
Q9VEB9	P81877
P62331	P25160	O45379	P56559
Q8MSI9	A0A0C4DGV1
Q9V9S9	Q9D8F3	Q9NWF4
Q9VPR1	Q5TGU0
Q9Y566	Q9VRT8	Q93654
Q24020	P28653	O61967	O60346
Q9VL50	Q99442
P32866	Q96C45
Q9VC94	Q14690
Q9W2X7	P62699
Q9VYJ3	P98153
Q9JK42	Q15120
Q9VNC4	Q8IWZ8
P81641	P04746
Q21484	Q0KIB3	O14929
Q8IZD2	Q8BLG0	Q9VUB5
Q9W1S5	P28065
Q9VSA3	Q8IAB6	P16219
Q9VCP0	Q09413	Q14241
Q09269	Q0E8W6	Q96QK8
Q9VH94	Q9Y5B8
Q22002	Q59E55	Q15742
Q8MQJ9	Q9BRZ2	O70583	Q03601
Q3UHD9	Q9XX14	Q15057
Q9VIQ8	Q9U329	P13073
P35585	O00189
P30282	Q24158	P30279
P09016	G5EE18	P29555
Q86BR6	Q12788
Q9VGQ1	O45148	P36957
Q19404	Q9H0M0
Q9VRJ6	Q96S44
P08631	P24348	P41241	P29349
Q9VSY9	G5EEG1	P23511
P50172	P28845	Q19890
A0A0S4XR43	Q8CH18	Q8N163
Q9HBG6	Q9W097	Q18859
Q9VVR6	Q14CW9
Q9VLI2	O09159	P49641
Q9W2W9	O95154
Q9VVY2	A8K660
Q9Y4D2	Q86B55	H2KY93
Q9W0N6	Q96AJ9
Q9QZ59	Q8IXT2	P23023	Q9XWN9
P22777	Q9V3N1	P01008
Q9VNI3	Q9NWY4
Q9VKQ7	Q96HQ0
Q9Z0J4	Q9VSJ5	Q09590	P35228
Q13191	O46034	B9EKI5	Q19019
Q17784	Q9Y103	Q9UBB9
P49768	P49769	O02194
Q22620	Q9Y105	P07814
Q60591	O94916
Q8IGY2	Q14654
Q9H0U3	Q8SY53	P34669
Q9VQS6	Q6NX49
Q9VVX6	Q53XK0
P41042	P62701
Q9VV43	O94811
Q9W354	Q9NZJ5
Q7K025	Q9XUP8
Q09652	Q9Y2Q3
Q9VR47	Q04671
Q9VES3	Q15582
Q9VG07	O75616
P60468	Q9CQS8	Q7JZN0
A1Z6V5	P01011
Q9VZU5	Q8N4N3
G5EEW7	Q9VM49	Q62093	Q9NWB1
G5EDD1	Q9VV75	P22695
Q8T626	Q8IWY9
Q15303	Q10656	P04412-2
Q5R3Y6	A5PKX9
Q9VRC9	P91129	Q12770
Q9VQL1	Q9NP81
Q9VKB1	O00522
Q9VSM4	Q6P1Q0
Q8IQD8	A5HBK2	Q9NRY7
Q9VI20	Q8WVZ7
Q8I093	Q6PKD3
O17038	B2RNN3
P46782	Q24186	P49041
O00217	Q9VF27	Q22619
P35381	P25705	P56480	Q9XXK1
Q9D892	Q9GYG4
Q9VKW1	Q9BQ87
O17806	P20815
A1Z8D0	Q9NVX2
Q9VIF6	Q9UHL0
Q9I7H9	Q8N543
P15864	Q149N8	P34739	H2L0J8
Q0E8N3	Q9C0I4
Q9VAQ5	Q8WVM0
Q9VD55	P53701
Q9VWV9	Q22329
Q9W422	Q8TAC2
Q9XWG3	O95551
Q95RE4	P92186	Q9H9Z2
Q60613	P90745	P24530
Q9VT14	Q5VZ52
Q9VTI8	Q96D03
Q9VW22	Q9Y2L5
P20439	Q10654	P22674
Q9BT63	O16797	P50880
P30632	Q7JWD3	O43681
O14602	Q9VEA1	Q9TXU7
Q61026	Q15788
P61965	Q09406	O60907
G5EBR1	Q9VLB7	P50395
Q9VCK1	P13284
Q9W5Y0	Q17539	O60344
Q95ZN7	O61613	Q9BS83
Q9VGJ9	P30519
Q08775	P22814	Q01196	G5EFQ5
Q24270	Q8NHX9
P01820	A2J422
Q9VE98	Q9UNX4
O18180	Q9VSR5	P52815
Q9VJ73	Q9H8E8
Q12967	Q86BI2
Q9VQL4	Q21702	Q8WWV3
Q09FC8	Q9VEW6	G5EC77
P54350	Q15349
Q9W2N0	P34685	P52907
Q9VS46	Q6NUQ1
H2KZ27	Q14CX5
Q9W329	Q9NZ52
P91306	P67809
Q961B9	Q9BS26
Q9VCE6	Q9HCE5
Q9Y3T9	Q9VIF0	O17580
Q9VPE3	Q9Y6M5
Q00899	Q95PV5	O94892
Q09511	M9NFQ7	P31483
Q17425	Q9BZE9
Q95008	Q95083	P28066
Q18964	Q96P53
Q9N9Y9	Q9Y6N7
O43189	Q02395	Q24459
Q9XWV0	Q9V447	P57088
Q9V3X8	Q5VV52
O77134	P56385
Q9VMS3	Q8NET6
Q5T5Y3	A1ZAU8	U4PAZ9
Q9VYT6	Q13445
Q9VEF0	Q86VK4
Q9VNF3	Q8N3Y7
Q9W083	P59910
Q9VHH8	Q9N4U5	Q13123
A3FPJ2	Q9UIW0
Q9V677	Q18983	Q5VYK3
P06151	Q95028	Q27888	Q8IX04
Q9W1Z6	O95450
P54361	O95190
O46106	Q22469	Q12874
Q965Q1	Q9VFN5	P61604
Q7JUN3	Q9UBJ2
Q9VQY7	Q8TF45
Q2YFS3	C9JJ79
Q9VMX1	Q96EK5
Q9VIG0	Q14165
P13060	P13639
Q8I0G5	Q9UBF2
Q8T0G1	Q9BRI3
P43276	P02255	P10412
Q91V27	Q8NFW9
Q22716	P04359	P62910
Q9W3E1	Q96HW7
P97369	P19878
Q9XTP7	Q19802	Q96NZ1
Q6NMT8	Q9H0I2
Q9VLC5	P43353
Q9VF34	Q9Y5C1
O46094	O15357
P08775	Q9VGW4	O95602
Q9VCD5	P54725
Q9W2F3	P26045
P48148	P17081
A1Z6E0	Q99619
Q6NN63	H2KYL0	Q4VX76
Q9Z1J1	P40656	P48431
Q9W3K6	Q9NZQ3
Q9VEB2	Q86X83
Q61029	O01971	P42166
Q09585	Q92754
Q8INQ7	Q8N6L1
P49710	E3W735	P14317
Q9VVW5	Q9NRW4
Q8R001	Q15691	Q9XZ57	Q9GRZ0
Q9VLC1	Q495W5
Q9W2D6	P62072
Q9VDM3	Q9H0C2
Q9VK54	Q8N145
Q24317	P20664	P49642
Q7JWF1	Q16134
Q9W4R8	Q9BSF4
Q96T51	P34657
Q9VE73	Q676U5
Q9Y5X1	Q9NCC3	Q8I4E2
Q8IPB2	Q14166
Q08694	P61626
Q9VLW9	Q9BSE4
Q9VBR8	Q19418	Q9H5J0
Q9VED7	Q5W111
Q8CCI5	Q8N488
P06332	P01730
Q23449	Q9V436	P48556
Q8MQ04	Q9VB25	Q2KJY2
Q9VFG8	Q96J02
Q94013	Q9VEA4	Q96RS0
Q9VIP2	Q8WU10
Q15777	Q9VT29	Q21268
Q9Z2C6	Q7KJ73	O14817
Q9VNZ4	Q17895	P41182
Q20719	Q9VX36	P19404
Q9VQJ7	Q5TZT0
Q9VHZ9	Q9GYT4
P49963	P09132
O15530	Q9Y1J3	Q9W0V1	Q8K4K2
Q8NDT2	Q95QV8
Q21305	Q8WY36
Q9W0D7	Q3UIW5	Q8N5U6
O14653	Q9VRL2	P41941
Q8IXK0	Q9QWH1	P39769
P31240	P01127
P62995	Q09584	P19018
O61820	O77410	P60228
Q9VVU2	Q9UNX3
Q8T079	Q49A26
G5EBZ8	Q95UN8	Q13177	Q01279
Q9U1K1	Q08AE8
Q9VW41	Q4VC31
P62962	P07737
A0PD34	Q8WVF5
Q5S248	Q9VZI5
Q9ERR7	Q9VVJ7	O60613
Q17770	Q9H3N1
Q17403	O75310
Q93701	O15217
O08575	O00167
Q9VQD7	Q9UI09
P49181	P49630	Q9Y3U8
Q9VG69	P40939
Q8SYD0	Q6DKK2
Q9H8Y5	Q80UU1	P34511
Q8MSF1	Q8TER5
Q9VH70	Q8TBZ8
Q94420	O43791
P15208	B7Z153	O15146
O15018	Q8IPP3	Q0PJA9
Q7K4Q5	O15297
A1Z8T9	Q22799	O96015
Q9VKY1	Q8N485
Q9XVE1	Q9VKL8	P13611
Q9Z2K1	P35900
Q9VZY2	Q9ULH7
O18197	P53609
Q24159	P14635
A2A432	Q13617
H2KYJ5	Q9NZJ7
Q20759	Q96QF0
Q9W494	Q9GZX9
Q9VT25	Q9NRS4
Q8IN25	Q9UKU6
O16638	Q9NS61
Q61655	Q9VVK8	O94762
P35606	Q9N4H7	Q9VZF4	O54927
Q8SY72	Q9NRQ5
Q969X6	Q9XZ19	G5EFD7
Q9VIS3	O00757
Q18020	Q9VLK3	O96009
Q9VDT9	Q92913
Q7K0V7	Q8N1E6
Q9VGF1	O43448
O18373	Q99611
Q9VT69	Q8N4L2
Q9VZL6	Q0VGL1
Q18539	Q9VQA2	Q9H3Y0
A1ZB42	Q9NWA0
Q967S0	Q06203
Q8MV48	Q8N3T1
Q9V9V0	O16519	E9KL35
Q9VQ40	G3V5S9
Q7KSI9	Q9HC07
P13217	Q9BRC7
P46550	V9HW37
P17041	Q9JMG9	Q8SZT7
P62823	P36404	Q9UAQ6	Q9VH66
Q9VNZ8	Q9HDC5
P55096	Q22656	P12428	P33527
A1Z9G2	P91175	Q9BZJ0
Q9U5C1	Q7K4D1	Q9C040
Q9W4X9	O43264
Q9VG26	Q9NZT1
Q9NII1	Q22618	P55265
Q8IMY1	P49448
Q7L5D6	Q9VN19	Q19824
Q12778	Q10924	Q99JB6
Q9VW52	O43395
Q9VVL1	P42262
Q95RQ8	Q969W8
Q9VVM7	Q96MX6
P51432	Q9UPR0
Q20402	Q12913
Q7YU24	O95140
Q924X6	Q7KUB3	P01130
O70433	Q8IGP6	P50464	Q7Z4I7
Q9W459	Q9TZL9	Q8WVX9
Q1LZ24	Q5HYK9
Q7JRH2	Q96HR9
Q7K4Y8	Q13702
P67778	P50093	P35232
Q9VI04	O76463	P49789
Q8VEK3	A1ZBB4	Q9BUJ2
Q9W1G1	Q68CQ4
Q9VPF9	Q96N11
Q867V1	Q15785
O43617	Q9VSY8	P34605
Q21094	O95279
Q8T0K1	Q96IG2
Q8T666	Q9VW35	Q8TDD5
Q9VID5	Q5T9C2
Q6PIC6	Q01814	Q9VYT4	P90735
P54871	Q7K4Q9	Q01581
Q8SZW3	P35579
Q9XYP8	H3BPU4
O95070	Q9CX30	Q9VBC5
Q9VGK1	Q3KNS6
Q9VH59	Q9H5J4
Q6P5E6	Q9UJY5
O14978	Q9VI24
P53489	P45890	P63261	P63260
Q7TN99	Q18317	Q9VSR3	Q9BZB8
Q9VX95	O75953
Q7L7L0	Q9QZQ8	P84051
Q7JW60	O95365
P37806	P51911
Q9WUA5	O95278
Q00637	A0A0C4DFU2
Q9VMH2	P59998
Q8MT47	A8K7B7
Q9VHN8	A8K2R3
P52564	Q22573	Q4QQA7	Q07174
P01101	P21525	P53539
Q9V637	Q92530
Q9Y106	Q13394
P69744	Q9NQA5
O45391	O97121	P32929
P90961	Q9VWA1	P09496
Q8SX37	O14735
Q9VS84	Q9H9A6
Q7KJ69	P63208	Q9WTX5	G5ECU1
Q9QXK9	Q9NP31
Q17460	Q14055
Q9VIJ0	Q13363
Q9I7U7	Q8N184
Q9V3Y0	A0A0A6YYF3
Q99ME3	Q9VX60	Q9Y6H5
Q9I7T5	O17287	Q549C5
P20478	O02225
Q64700	Q24472	P28749
Q24179	Q9NRW7
Q14152	Q9VN25	O44991
Q15723	O01519
Q7K204	O43719
Q9W3R9	Q86VM9
Q62315	Q9VT00	Q6B0I6
Q9W304	P16233
Q9XZ29	P91400	Q12756
Q8CG73	Q96KN7
Q9VJQ5	O17286	Q9NRF9
Q9VVH7	Q96MF7
Q9VBM3	Q6NUK4
Q10124	Q9VRX7	Q8N1G1
P49750	Q9R0I7	Q9W2Y5
Q9Z2E1	Q9V424	Q8WWY6
P42765	Q9W1H8	Q22100
P41092	P46776
Q8VCY6	Q9NYH9
Q9N537	Q9V3C7	Q6NXS1
P49764	P49767
Q24216	Q9UIK4
P52487	O14933
Q19087	Q9ULA0
Q64705	H2KZZ1	O75030
Q18825	P14923
Q24107	B5U8M3	Q9NQV6
Q9W366	Q96I30
Q9HAP6	G5ECY0	Q91XM9	Q8T5S9
Q9VM15	Q9TYU5	Q92993
Q9VK33	Q9Y468
O15535	Q8SX40
O16243	P36537
O00487	Q9V3H2	O76577
Q9TZI2	O60812
Q9VMX0	Q13084
Q00748	Q9NUT2
Q9VNC0	Q9UK99
O18399	Q8WUY3
Q9VRM6	Q9BTC0
P83094	Q9P246
Q9VB55	Q8BUN3	Q2TAL8
Q9VHP1	Q8N2H4
P19334	P48995
Q9Y696	Q9Z1Q5	O45405
Q7KRW8	Q86UA1
Q9VS55	Q9HBT8
Q95RJ9	Q21934	Q8N5D0
Q9VNP2	P13591
Q9BHM0	Q9V3Y8	Q9BZL6
Q8MSM3	P70168	O62332	O60518
P41731	Q9V3E5	Q19983	O60635
Q9V407	O15169
Q17967	Q8IFW4	Q96DN0
C5NU64	A7KAX9	Q640N3
Q9TXR6	Q5GFL6
Q9VNF9	O43745
Q8C180	O43559
Q27297	Q14565
Q9VMH1	Q9BUR4
P10284	P20719	Q9XVN4	Q9VWH1
Q9JHU4	Q9GPN7	Q8NCM8
Q9VFQ4	P63098
Q9W4J1	Q14593
Q4TT70	P97428	Q9VXA3
P12426	P07741
Q21836	O43763
Q8BP22	A1XBS5
Q9Y570	Q95R98	Q9BIB3
Q8K4G5	Q13643	Q9VVB5	G5EFL5
Q8SXX0	Q8N0V3
Q9VFL0	Q8TDR0
O00541	Q9VL96	Q95Y89
O88335	Q9VCL9	B2RC52
Q8IH02	O75167
Q9W106	Q2T9J0
Q26366	Q8N8G2
O88845	O43572
Q9W418	O44820	P11441
Q95ZQ3	Q99MN1	Q15046
Q9VLU9	O45879	Q6UXP7
P11147	Q53HF2	P20163
O88952	G5EBP4	Q9P2Q2	Q9W0R3
W6RRU8	Q9VKX1	O95628
Q8C6B2	Q9BST9
Q9U916	P27797
Q9VN77	Q92696
Q6P9R2	Q5S007	Q9V428	O01700
Q08180	Q9HCK4
Q9VCA9	P34525
O43707	P18091-4	G5EBH3
Q9VQV0	O76670	B4DJ51
Q86V86	Q61177	Q9W3Y1
P46150	O70318	H2KZV9	P26038
Q9VXU8	Q96RT8
P48612	Q9BRX2
P21333	Q23158	Q9QXZ0	Q95U66
Q91V79	Q9VRJ2
Q9VF59	Q5SW45	Q9N423	Q9BPU9
Q9VCB8	Q8IY18
P53624	Q92611
Q9N3Y1	Q9VW57	Q9H8Y8
Q9Z2F6	Q7JQG5	Q8WXE0
Q9VQJ0	Q49AS9
Q96BM9	Q9VD65	Q9U2S4
Q9EQS3	Q99417
Q0E9A5	Q9UL63
Q65XX7	Q9VDQ5	Q3MJ62
Q8INL3	Q9HBH1
P26675	Q13905	Q21758	Q02384
A1ZAC7	Q567U6
Q8I0D4	G5ECC3	A0A024R571
P33896	Q9UHF4
Q3U1J4	Q21554	Q8T9L6	Q15393
O45924	P08559
O76878	G5EFB9
Q9VRJ3	Q8TB36
O01542	Q01995
P18242	Q9VKP6	O01530	P07339
Q18239	O14641
P14753	Q01113
Q96PY6	Q9XTF3	P12370	P05132
Q9VJE3	Q8N806
Q9VWB9	Q6YHU6
Q7JZM8	Q8IXM3
Q86PC9	Q09306	O00294
Q9W1V7	Q20448	G5E9M4
Q9VLJ8	P91430	O95396
Q9VJ21	Q9H221
Q9VWJ9	Q8WXB1
Q86BH3	Q86TN4
Q23646	Q8IQ13	Q8N9N8
Q9V415	Q9UBV2
Q9VDR6	O60243
Q86LF0	Q9BSL1
P43274	P07305
Q09528	Q13133
Q9V4C6	Q9XVJ5	Q9NUM3
Q9Y5J3	Q9QUS4	Q01070
Q9VC89	Q86YS7
Q9VRY5	Q9Y3A5
M9PD06	Q96LZ3
Q7K2L1	Q9UBD5
Q9VJ58	O45628	Q9UNN5
Q8T3H5	Q7Z4N8
A9D2X7	Q99447
P27639	Q9VGI8
O97118	P48162	P62750
Q9VUY9	P36871
Q09476	Q8WUP2	Q9VJ37
Q8BL66	Q960V6	Q9HBF4
Q9U370	Q14676
Q9N4F2	Q9VVL6	Q8C1S0	A0JLT2
Q8C3J5	Q92608
P61224	O01803	P48555	Q6PHN9
Q60821	Q9VHM6	B7WNA2	Q9P243
Q18241	O76460	P46100
Q13561	Q7K2D2	Q09248
Q9W4Q0	P55318
G5EDT6	O17049	O14920	O88351
H2KYS1	P02511
O01802	P14148	Q6DKI1
Q18691	Q9Y247
Q9N9Z9	Q52LW3
G5EF11	O00716
Q9VIX1	Q9UJ71
P29355	Q9XYM0	D4Q8H0	P25911
A1Z6W3	P48059	H2KYA1
O14775	Q9VDE3	G5EF68
Q9VWG1	Q20363
Q9W4E2	Q8NFP9
Q9W048	Q9H4I8
Q9VLR5	P53999
Q9QWL7	Q14532	Q21065
P10674	Q15063
O54824	B1Q240	Q86TH3
Q9Z1A1	Q92734
Q23983	P54920
Q9VEA9	Q9Y2H1
Q9I7V4	Q9Y5Y6
R9PY16	B2RDW1
Q9VV90	Q8IYE1
Q9V3C0	Q9UHI6
Q9VXT0	Q5D0E6
Q20577	Q9H3M7
P55828	Q8WQA8	P60866
O60675	P54843	Q9VIW0
Q9V3M9	Q969V4
P08171	Q17541
Q9VKY3	Q16740
Q9VCA2	P22732
G5EDW5	O75078
P29775	A8WFJ9	Q9NZC4
Q9W424	O89086	Q17350
Q8I7M8	Q04735	Q94888	Q00536
Q9VAS8	Q9H7D0
Q9W252	Q92878
P34537	Q9VRP9	O75150
Q9NDR2	O76075
Q7K112	Q5VUJ6
Q9QYM9	P01135
Q9VH73	Q93015
P48156	Q8MLY8	P62241
P34345	Q9VSL4	Q9H4Y5
Q9XYZ5	Q16531
P08046	Q86T24
Q0KI14	Q9H172
Q9VC05	Q9BZF1
Q62261	Q19816
O43570	O02637
P41900	P13984
Q9Y265	O17607
O16130	P62891
P91353	Q9VMY1	Q96A35
Q8NEJ9	Q9JI13	Q9VMM7
Q9U3Q1	Q16537
Q7JXZ2	P55216
Q7K1I4	P11049
P21460	P01036
Q99L60	Q9V7N5-2
A3RLX3	Q16363
Q24133	Q7Z6W7
A4V2Z1	I3L4J3
O89100	P35580	Q19901
O96881	Q9D902	P29084
P36573	P17931
Q9W4N8	O44782	O95292
Q8T0N5	Q9NRG7
Q14249	Q8IPY9	Q95NM6
O02050	Q7YZ91	Q9NZL3
Q9VM20	Q9ULW5
Q52KG5	G5EGS3	P18105	O15066
P46977	Q9XZ53	Q3TDQ1	P46975
Q9VRA0	Q9BRT3
P15105	Q9U307	P15104
Q20241	Q8T8W2	Q969X1
Q8SYG3	P49427
P97458	Q99697	Q9N4L2
Q80V24	Q14135
Q8R2M7	P17014	P91329
P54398	Q8NBQ5
Q64487	P17706
Q24312	Q16656
P70191	Q9VCD3	Q2KHN1
